Fs,Fm,Fh,Fb,P_intra,P_inter,Gmag,BPmag,RPmag,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,Plx,PM,rgeo,b_rgeo,B_rgeo,target,target_pred_hui
-0.1994489230393116,-1.0335691771653068,-0.7413196690749118,-0.973895079125179,0.6977974049798987,,0.49216790574777464,0.5351123386775218,0.7465596520157399,,,,0.8537628017949723,0.8264024764771918,0.48718142839200823,-0.7425113999289759,-1.0952526299745786,1.1980455640633552,1.122459403715318,1.5366283023630898,AGN,AGN
1.2424780233273696,1.0576940593577424,0.7532155174666529,0.9280737486437721,-1.2625395895269584,,0.28821155406670196,0.33513808271050854,0.5310722198221951,1.4454677614491316,1.631887360622799,1.7028183429855177,0.5482657818880255,0.3630897604530118,0.2684107666528408,-0.514227724276648,-1.0893322957125902,0.6260165114193091,0.6116724201113365,0.7821274826807422,AGN,AGN
1.6589632252890194,1.776102689264909,1.5868374018624187,1.765625927870057,-2.0466743873297015,,0.9699202083219233,0.9694314258558788,1.1933791805347078,,,,0.79513206060071,0.7065243611422642,0.6434461867771272,-0.6511979296680448,-2.149546899869585,0.37003889969892917,0.20002190305086098,0.4039037624103006,AGN,AGN
0.5343399099913211,0.24624041735329483,0.11374131717995312,0.12153858575620897,-0.2904716583665335,,0.7223913633271675,0.7069652148991741,1.0159189422576713,,,,1.1808606210892791,1.1633571790402322,,-1.1077652809727006,-0.6994292815686015,0.8004615710410714,0.7599516290278951,0.929681472376257,AGN,AGN
0.1949576816197207,0.7514001136726772,1.7187076883321086,1.6696857133123844,-1.8555010275348176,,0.4930949800735977,0.407003830948654,0.3377673174132801,0.8202966900795441,0.8524499198668489,0.6943863811297221,-0.3435386499615464,-0.4760570468914822,-0.7316836870119239,-0.5598844594071136,-0.4586921935919541,0.8977039281868906,0.6254105844987333,0.8685248449527254,AGN,AGN
0.638145290415927,0.6032342755208917,0.007771231022990401,0.21618942887300815,-1.959188273525263,,0.6766556965865634,0.7163390081476282,0.9462024200774061,,,,0.8352478308915209,0.7000444630160522,0.6825123763734076,-0.33160078375478574,-0.7405885218485847,0.11380810676699214,0.0498555554038554,0.1730434373896911,AGN,AGN
0.1949576816197207,0.037412397337483555,0.11374131717995312,-0.0381432090279755,-1.492595666568259,,0.47949788996152604,0.49449256793422264,0.7528975176684911,1.5979485105636662,1.6278488246603322,1.8602528686760855,0.807475374536344,0.7065243611422642,0.5653138075845677,-0.6511979296680448,-0.8268677407228003,0.8921180005488213,0.9456655350394864,0.8337593781627863,AGN,AGN
0.21183977784637595,-0.0775139553088999,-0.2585735836421839,-0.303717061824866,-0.6080138492122722,,0.9220213681543994,0.9506838393589717,1.161689852270951,,,,1.11297239444329,1.2119564149868245,0.9559757035473663,-0.6055411945375792,-0.5210404174612165,0.526926453957356,0.4180512007274405,0.5864454655175282,AGN,AGN
-0.1784477687970732,-0.4677472989818988,-0.3386883054053882,-0.603089096790873,-0.46220365953820874,,,,,,,,1.5233875828031282,1.6007503025595629,,,,,,,AGN,AGN
1.1594449014853283,1.272408237941787,1.2359616028993807,1.279424497803687,0.07243370260002512,,0.27337836485353356,0.31639049621360144,0.4962139587320631,1.167190394315109,1.385536666912369,1.3624193685194268,0.4001460146604149,0.30477067731710106,0.2371578149758169,-0.7881681350594415,-1.3796785221929238,1.5966736144915752,1.6309095482239753,1.5566314770447929,AGN,AGN
1.2271035933632002,1.248448882224432,1.0577943861863097,1.1698676886763146,-1.4245509113870292,,0.7671999557419484,0.7475849856424733,0.9969053452994167,,,,0.7303296624386301,0.6935645648898394,0.6434461867771272,-0.7425113999289759,-0.6356712554396292,0.9231403656058572,0.7736705538992007,0.9238554204840949,AGN,AGN
1.562913699342834,1.6952405353006377,1.502306417564555,1.6600465344763407,-0.6566172457702936,,0.9078062284917783,0.6850930306527819,0.7212081894047352,1.2929870123345986,1.4259220265370294,1.3283794710728176,0.3939743576925979,0.4149289454627103,0.31919681312800424,-1.2903922214945627,-0.2978187944808851,0.5644069565196788,0.4221617577194879,0.6551776297313968,AGN,AGN
0.8518307288335832,0.4195348132428548,0.36852192698379205,0.43789490284374616,0.8144455567191494,,0.39544315108690264,0.38825624445174695,0.6926877939673542,,,,0.4310042994995003,0.26913123762293356,0.15902543578325745,-0.5598844594071136,-0.8137493485674813,0.7543703877035463,0.7919130676513854,0.7880638176557209,AGN,AGN
-0.1994489230393116,-0.110753440814302,0.2919085338930243,0.006462612474872857,-0.8607515113139828,,0.12813672047458716,0.14110056246751645,0.39734325454914216,1.247242787600238,1.385536666912369,1.562403766018255,0.4803775552420372,0.3209704226326321,-0.016772417400002362,-0.7242487058767897,-1.6404352469053607,1.4877064656790657,1.5147844202834069,1.5492079349281915,AGN,AGN
0.5343399099913211,0.325633145873427,0.007771231022990401,0.10399734371779364,0.7788030659099339,,0.834876381527032,0.838198320377526,1.1395073224863224,,,,1.11297239444329,0.9236009483703767,1.0341080827399258,-0.514227724276648,-1.23550475104012,0.2626661736781581,0.22283770338881037,0.3181473051694269,AGN,AGN
-2.576097051867796,-0.3195814608301133,0.08117720532213053,-0.26680863861651244,,,0.19086874985528055,0.20702957498164065,0.4518488991628037,1.182438469226562,1.4259220265370294,1.4347541505934711,0.47112006979031174,0.3922493020209671,0.2566909097739571,-0.6329352356158585,-1.6404352469053607,1.375289531381922,1.4321798222143338,1.2173081946396966,AGN,AGN
